"continent","country","GADM_level_1","GADM_level_2","region_custom","region_detail","ISO_2","kingdom","phylum","class","order","group","language","source_link","source_name","year","file_hash"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Hymenoptera","Sawflies","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Pflanzenwespen (Hymenoptera: „Symphyta“) Bayerns","2003","43d93071bbb096ea6a0d2cf3e98ea19e4b656fd216f352a57f792930fcc616b4"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Hymenoptera","Scolioidea","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter „Dolchwespenartiger“ (Hymenoptera: „Scolioidea“) Bayerns","2003","08936eaff40f59a4b1c0055b5610c3147922675ee16916a7dd7b5d554872b943"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Hymenoptera","Cuckoo Wasp","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Ameisen (Hymenoptera: Formicoidea) Bayerns","2003","42a4dc134247804a9bba42f681d39a0f0d94de9d08907a51d8c57138619a3e93"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Hymenoptera","Wasps","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Faltenwespen (Hymenoptera: Vespidae) Bayerns","2003","7e1b845492a414cac039a278e93fcdaeb5e427a20d2f1f18ff3cd47ebbc42310"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Hymenoptera","Pompilidae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Wegwespen (Hymenoptera: Pompilidae) Bayerns","2003","d4cb21161ef7f9647b4e6c63716b44ffe5a865dc5e36d7f9659504197a29ed59"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Hymenoptera","Sphecidae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Grabwespen (Hymenoptera: Sphecidae) Bayerns","2003","b1f14887326130efd8dfb1ddd1ce0b8f1ecff72365dd7019b84cbcbba845934c"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Hymenoptera","Ants","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Ameisen (Hymenoptera: Formicoidea) Bayerns","2003","0b7a847c9f17be598aa198f0ced2441a7557b587d9a9d62b2fe0b3fc679178ec"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Lepidoptera","Sphinges","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Nachtfalter (Lepidoptera: Sphinges, Bombyces, Noctuidae, Geometridae) Bayerns","2003","34bb0cf72e6ae83b9d3412539d534bf1c3fea88f33d2964859db262fb5148c87"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Lepidoptera","Bombyces","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Nachtfalter (Lepidoptera: Sphinges, Bombyces, Noctuidae, Geometridae) Bayerns","2003","34bb0cf72e6ae83b9d3412539d534bf1c3fea88f33d2964859db262fb5148c87"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Nachtfalter (Lepidoptera: Sphinges, Bombyces, Noctuidae, Geometridae) Bayerns","2003","34bb0cf72e6ae83b9d3412539d534bf1c3fea88f33d2964859db262fb5148c87"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Nachtfalter (Lepidoptera: Sphinges, Bombyces, Noctuidae, Geometridae) Bayerns","2003","34bb0cf72e6ae83b9d3412539d534bf1c3fea88f33d2964859db262fb5148c87"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Gnitzen (Diptera: Ceratopogonidae) Bayerns","2003","873009ad9017c5bbc1c6525d1b741f1bcdbf3c100a662be0d87147c4d650cbbb"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Psychodidae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Schmetterlingsmücken (Diptera: Psychodidae) Bayerns","2003","f4925f45d0beab6597f2865a76cb19950d2aa3779eaf98413fc8f050f6d7daa0"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Thaumaleidae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Dunkelmücken (Diptera: Thaumaleidae) Bayerns","2003","4b06ffd4cae3da9c86666bcb57a99c6127939b83bb854fb2d533154baf85fc62"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Soldier Flies","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Waffenfliegen (Diptera: Stratiomyidae) Bayerns","2003","3abd9ee787d36372dcdc12311f3dedd162ecd05a39f2875ceb053920bc0a91e8"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Horse-Flies","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Bremsen (Diptera: Tabanidae) Bayerns","2003","9804f8e8d1566853147352daf129539b578c7e721e5978d493c537849da0e4d5"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Bee Flies","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Wollschweber (Diptera: Bombyliidae) Bayerns","2003","2a4289fa03f605ae57895a0662da080cb9d6a1f20d7a59a2355f7316ee67f05e"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Asilidae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Raubfliegen (Diptera: Asilidae) Bayerns","2003","99bd927b24b2c283687d7a0fca56410c9a37be2947192f37a4e4a8205519c0c3"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Empididae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter aquatischer Tanzfliegen (Diptera: Empididae) Bayerns","2003","37a417820e0f7d2b87395d56d3c010b503468aedf786ab20c906ded79ab7a471"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Hoverflies","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Schwebfliegen (Diptera: Syrphidae) Bayerns","2003","4fa047c1b36ac64c1485117bf9df3273de4f5fe091147c1ddf951d2d71daed88"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Conopidae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Dickkopffliegen (Diptera: Conopidae) Bayerns","2003","217163a08367fc38f54dd01b6b86c9ab2a2526d6eef1f6c41629b0b1b47c9251"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Chironomidae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Zuckmücken (Diptera: Chironomidae) Bayerns","2003","b095750863a7bcfddf6203dc5290d43b452b905b4d6de54ce05c43595fd68990"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Langbeinfliegen (Diptera: Dolichopodidae) Bayerns","2003","1ca0ea3e4baf626702b6ee035fd23090147b296ac5cad177856d98a742307458"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Arachnida","Araneae","Spiders","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Spinnen (Arachnida: Araneae) Bayerns","2003","dfa2d53d2a0be7844c784a6663c211d322a2c626f93089d1f0a2f739a3bb2e0c"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Arachnida","Opiliones","Opiliones","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Weberknechte (Arachnida: Opiliones) Bayerns","2003","0a10071e060d7566a27887e93610cfa36c9543faad8d3b4f2ee7bd80b208001c"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Arachnida","Pseudoscorpiones","Pseudoscorpiones","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Pseudoskorpione (Arachnida: Pseudoscorpiones) Bayerns","2003","7d3d724322062975e08c0be15d2b6b68f882c6b3f61cc5d938c2cdf6d81202a9"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda",NA,NA,"Marine Crustaceans","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter wasserbewohnender Krebse, exkl. Kleinstkrebse (limn. Crustacea) Bayerns","2003","adebcdc1a13e53fbe9cfb45ba3dd8f55ca2632b5d5b7b80d71c58d96318e8057"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Malacostraca","Isopoda","Woodlice","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Lamdasseln (Isopoda: Onisidea) Bayerns","2003","2cb78259e92a7047d3066733c38294d3507513eedcec573496f634696bf0abce"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Chilopoda",NA,"Centipedes","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Hundert- und Tausendfüßer (Myriapoda: Chilopoda, Diplopoda) Bayerns","2003","da097fc58a1af5188d1a95ae2d2fa41c077e108086cbbf62f8b80cd890ce8061"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Diplopoda",NA,"Millipedes","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2003/index.htm","Rote Liste gefährdeter Hundert- und Tausendfüßer (Myriapoda: Chilopoda, Diplopoda) Bayerns","2003","da097fc58a1af5188d1a95ae2d2fa41c077e108086cbbf62f8b80cd890ce8061"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Lepidoptera","Butterflies","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Tagfalter (Lepidoptera: Rhopalocera) Bayerns","2016","2b8f583056eab647909d66c2e041a2f8d5966a5d2cc6de3371bde7efb04f1ca4"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Chordata","Aves",NA,"Breeding Birds","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Liste der Brutvögel Bayerns (2016)","2016","fb41d1e113cac8a88a653ce6c743b259b9b0dafe38b5509e08b5db28a93c93e3"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Orthoptera","Orthoptera","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Heuschrecken (Saltatoria) Bayerns (2016)","2016","db43d13ae4344599d3b7d78e14ace8946d25281fbda687402e289657ff7c258b"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Chordata","Mammalia",NA,"Mammals","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und kommentierte Gesamtartenliste der Säugetiere Bayerns (2017)","2017","4edb36fa7620e2222cd7ab41a4b688f422e4838d61f6d085914ae99f4bb9be49"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Odonata","Odonata","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Libellen Bayerns (2017, aktualisiert Feb. 2018)","2018","3c8e929a8af46641457e23c854efd602feb9faeed730775faae47f3d43cc9a44"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Chordata","Amphibia",NA,"Amphibians","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Lurche (Amphibia) Bayerns (2019)","2019","9aaf9b7978a90066022283e45ef34c8e92c70cf8bb008e104a93cb80ca9390c7"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Chordata","Reptilia",NA,"Reptiles","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Kriechtiere (Reptilia) Bayerns (2019)","2019","920dac1080d7706d40bef5164ce13213f1f638c5f4af359af744f85933e7507f"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Coleoptera","Ground Beetle","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Laufkäfer und Sandlaufkäfer (Coleoptera: Carabidae) Bayerns (2020)","2020","9f76f6f06892e6038aee5a93276e48c3ceb11d305fb25d6abd10718660a4c6b7"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Coleoptera","Tiger Beetles","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Laufkäfer und Sandlaufkäfer (Coleoptera: Carabidae) Bayerns (2020)","2020","9f76f6f06892e6038aee5a93276e48c3ceb11d305fb25d6abd10718660a4c6b7"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Neuroptera","Net-Winged Insects","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Netzflügler (Neuropterida: Raphidioptera, Megaloptera, Neuroptera) Bayerns (2020)","2020","10ce9a8bf109d9b941489545b4664f3c34b24c7d0431830317dc9f15f50e66d2"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Plecoptera","Stoneflies","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Steinfliegen (Plecoptera) Bayerns (2021)","2023","c3ff86c06e082dfe8ef3e5b48b63d3c919d7610aed41f17f5289dc81e9ceb4ee"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Hymenoptera","Bees","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Bienen (Hymenoptera, Anthophila) Bayerns (2021)","2021","d71d4ff2b9098ad89c5d97e24165a76e8b092775504659eb6b36f6bccd906de4"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Chordata",NA,NA,"Fishes","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Fische und Rundmäuler Bayerns (2021)","2021","1425585c5572da17f3b884157c95b1915c4c7cebaed804e5b65923973b15b7a3"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Chordata",NA,NA,"Cyclostomata","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Fische und Rundmäuler Bayerns (2021)","2021","1425585c5572da17f3b884157c95b1915c4c7cebaed804e5b65923973b15b7a3"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Mollusca",NA,NA,"Mollusca","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Weichtiere (Mollusca) Bayerns (2022)","2022","167e0728a8922b6af98854f10de1be58bbc68f6d5f525f68f3ffb4756c76bb31"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Mollusca",NA,NA,"Mollusca","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Weichtiere (Mollusca) Bayerns (2022)","2022","1e066519d18f8d8de65e2e82a24142a7e52aff28e965283f003ffbd7f1ea6ac3"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Lepidoptera","Lepidoptera","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Kleinschmetterlinge (Lepidoptera) Bayerns - Teil I (2022)","2022","f0da7f29c03d8eb1f0460b4bdbd9ce2a89a9a7de6689222050f43c43c5f1f016"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Lepidoptera","Lepidoptera","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Kleinschmetterlinge (Lepidoptera) Bayerns - Teil II (2022)","2022","2230f42657f34c60827657b466ff5c99356e39aebc3b36e2557d825e61434787"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Trichoptera","Caddisflies","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Köcherfliegen (Trichoptera) Bayerns (2023)","2023","d9b00f6f7c24350761c9de4cbf79134f48464523eef737d8e2da097265f85990"
"Europe","Germany","Bayern",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Hemiptera","Auchenorrhyncha","German","https://www.lfu.bayern.de/natur/rote_liste_tiere/2016/index.htm","Rote Liste und Gesamtartenliste der Zikaden (Hemiptera, Auchenorrhyncha) Bayerns (2024)","2023","7175cbfc5db427039c389320ab46a8c3f7a0095b4cd6a04ffa8d3d9a246508b5"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Plantae",NA,NA,NA,"Flowering Plant","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/farn-und-bluetenpflanzen/","Rote Liste und Gesamtartenliste der etablierten Farn- und Blütenpflanzen von Berlin","2018","edfef97468f31f5122e2f8f56f2f5680431ded9519d61c4877909f6143b95995"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Plantae",NA,NA,NA,"Ferns","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/farn-und-bluetenpflanzen/","Rote Liste und Gesamtartenliste der etablierten Farn- und Blütenpflanzen von Berlin","2018","edfef97468f31f5122e2f8f56f2f5680431ded9519d61c4877909f6143b95995"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Plantae",NA,NA,NA,"Bryophytes","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/moose/","Rote Liste und Gesamtartenliste der Moose (Bryophyta) von Berlin","2016","932b3277f58d2515418175fe375bb051245b3d051baa9becd1884125c4ed9f7c"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Plantae",NA,NA,NA,"Lichens","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/flechten/","Rote Liste und Gesamtartenliste der Flechten (Lichenes) von Berlin","2016","4b8674a7d095de1d07091636e14184f0fe4bbe894fe73169471922eb5f5ae609"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Fungi",NA,"Agaricomycetes","Boletales","Boletales","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/pilze/","Rote Liste und Gesamtartenliste der Röhrlinge s. l. (Boletales) von Berlin","2016","e73b19529a4199db5a73053e8813a0158ba40de5bcde20cbc807590b7042b670"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Plantae",NA,"Charophyceae","Charales","Characeae","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/algen/","Rote Liste und Gesamtartenliste der Armleuchteralgen (Characeae) von Berlin","2016","a01f3f8d58fa91403887aaaffa35b7bffdd177aa2de53f56dc743363860a959a"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Plantae",NA,NA,NA,"Red Algae","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/algen/","Rote Liste und Gesamtartenliste der limnischen Rotalgen (Rhodophyta) und Braunalgen (Phaeophyceae) von Berlin","2016","a5f75a642baac3fd58c563faac23296cc0f95164716f2c9b3c26c18aa6c3a3b7"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Plantae","Gyrista","Phaeophyceae",NA,"Brown Algae","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/algen/","Rote Liste und Gesamtartenliste der limnischen Rotalgen (Rhodophyta) und Braunalgen (Phaeophyceae) von Berlin","2016","a5f75a642baac3fd58c563faac23296cc0f95164716f2c9b3c26c18aa6c3a3b7"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Fungi",NA,NA,NA,"Lichenicolous Fungus","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/pilze/","Rote Liste und Gesamtartenliste der flechtenbewohnenden (lichenicolen) Pilze von Berlin","2016","18415c243cfb5d17e0cd7dea6d92093fda2c94b94f148737dcb19d51b1e1d1d6"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Fungi",NA,"Ustilaginomycetes","Ustilaginales","Ustilaginales","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/pilze/","Rote Liste und Gesamtartenliste der Brandpilze (Ustilaginales) von Berlin","2003","ef94b568008b8748a88cdde5340730d83612ed4455b57e3fdf611082fe3398da"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Chordata","Mammalia",NA,"Mammals","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/saeugetiere/","Rote Liste und Gesamtartenliste der Säugetiere (Mammalia) von Berlin","2003","8c507e58b9139ad5c85fe53dd177b0bca2182d07fab00939600ee64349dda1e7"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Chordata","Aves",NA,"Breeding Birds","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/voegel/","Rote Liste und Liste der Brutvögel (Aves) von Berlin, 3. Fassung","2013","1ab553d4eb4982fff1cc2f002fccfe2768422e0ca56cb28ad0e57c34eb36110e"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Chordata","Aves",NA,"Breeding Birds","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/voegel/","Rote Liste und Liste der Brutvögel (Aves) von Berlin, 2. Fassung","2003","446427ecdced5c4c2656e9e5e1166171fef778eadb18cb4018b42328e42b196c"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Chordata","Aves",NA,"Breeding Birds","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/voegel/","Rote Liste und Liste der Brutvögel (Aves) von Berlin, 1. Fassung","1991","25e34a8a1fd2325df354b4e23ba81a92c426288744be87529f30d7491cc16f73"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Chordata","Amphibia",NA,"Amphibians","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/lurche/","Rote Liste und Gesamtartenliste der Lurche (Amphibia) von Berlin","2015","83f03c7dfb43ac387f62eb599153f362f4faaf99dd5fe5cc6f2fc6b24c4774df"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Chordata","Reptilia",NA,"Reptiles","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/reptilien/","Rote Liste und Gesamtartenliste der Kriechtiere (Reptilia) von Berlin","2015","bdc83fbbe4fcfd8fcc466baef99b81b9887d46ad8cd6030e5a34808ea448c002"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Chordata",NA,NA,"Fishes","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/fische-und-neunaugen/","Fische in Berlin - Bilanz der Artenvielfalt 2023","2024","4e55cba21cafa8c3551ffb43cbcaf4a1a9c23b1f561fe2df92da68ae0aa8e5c7"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Chordata",NA,NA,"Cyclostomata","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/fische-und-neunaugen/","Fische in Berlin - Bilanz der Artenvielfalt 2023","2024","4e55cba21cafa8c3551ffb43cbcaf4a1a9c23b1f561fe2df92da68ae0aa8e5c7"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Mollusca","Bivalvia",NA,"Bivalvia","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/schnecken-und-muscheln/","Rote Liste und Gesamtartenliste der Weichtiere (Mollusca: Gastropoda und Bivalvia) von Berlin","2016","aa87a852c88aa9349532a49f5e5586b5af2a0756ec8d746008ca171cdb93653a"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Mollusca","Gastropoda",NA,"Gastropoda","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/schnecken-und-muscheln/","Rote Liste und Gesamtartenliste der Weichtiere (Mollusca: Gastropoda und Bivalvia) von Berlin","2016","aa87a852c88aa9349532a49f5e5586b5af2a0756ec8d746008ca171cdb93653a"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Lepidoptera","Makrolepidoptera","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/insekten/#Gro%C3%9Fschmetterlinge","Rote Liste und Gesamtartenliste der Großschmetterlinge (Lepidoptera: „Makrolepidoptera“) von Berlin","2017","cd83943aaf91609b54ba2ac8673cbc3a52c8ace0a2b3ce0a022e9cbe436f9c94"
"Europe","Germany","Berlin",NA,NA,NA,"DE","Animalia","Arthropoda","Insecta","Odonata","Odonata","German","https://www.berlin.de/sen/uvk/natur-und-gruen/naturschutz/artenschutz/artenlisten-rote-listen/insekten/#Gro%C3%9Fschmetterlinge","Rote Liste und Gesamtartenliste der Libellen (Odonata) von Berlin","2016","6fea8d82dd9fab0b666f2bdbdeb1a008d491fd4fa8e9864a38fbf6fc3cfd8d37"
