"continent","country","GADM_level_1","GADM_level_2","region_custom","region_detail","ISO_2","kingdom","phylum","class","order","group","language","hash","source_link","source_name","year"
"Europe","Norway",NA,NA,NA,NA,"NO","Plantae",NA,NA,NA,"Flora","Norwegian","050bf674930b6fd4a77213cd60c7fbae6a38c1aa552f7056b3e6c782aa33fc20","https://artsdatabanken.no/Files/41901/Norsk_r_dliste_for_arter_2021","Norsk rødliste for arter 2021","2021"
"Europe","Norway",NA,NA,NA,NA,"NO","Animalia",NA,NA,NA,"Fauna","Norwegian","050bf674930b6fd4a77213cd60c7fbae6a38c1aa552f7056b3e6c782aa33fc20","https://artsdatabanken.no/Files/41901/Norsk_r_dliste_for_arter_2021","Norsk rødliste for arter 2021","2021"
"Europe","Norway",NA,NA,NA,NA,"NO","Plantae",NA,NA,NA,"Flora","Norwegian","82e3d982b01cda98586c845984ac4ea0a0b4ed9a2ca7008bb86ff7f2bde6fd28","https://archive.nationalredlist.org/files/2012/08/2006-Norwegian-Red-List.pdf","Norsk Rødliste 2006","2006"
"Europe","Norway",NA,NA,NA,NA,"NO","Animalia",NA,NA,NA,"Fauna","Norwegian","82e3d982b01cda98586c845984ac4ea0a0b4ed9a2ca7008bb86ff7f2bde6fd28","https://archive.nationalredlist.org/files/2012/08/2006-Norwegian-Red-List.pdf","Norsk Rødliste 2006","2006"
"Europe","Norway",NA,NA,NA,NA,"NO","Plantae",NA,NA,NA,"Flora","Norwegian","059663f22c12d08c2e0b6ecc9369f2fd006f176b819d7876dcc9d60453c62e8f","https://artsdatabanken.no/Files/13972/Norsk_r_dliste_for_arter_2010_(PDF)","Norsk rødliste for arter 2010","2010"
"Europe","Norway",NA,NA,NA,NA,"NO","Animalia",NA,NA,NA,"Fauna","Norwegian","059663f22c12d08c2e0b6ecc9369f2fd006f176b819d7876dcc9d60453c62e8f","https://artsdatabanken.no/Files/13972/Norsk_r_dliste_for_arter_2010_(PDF)","Norsk rødliste for arter 2010","2010"
"Europe","Andorra",NA,NA,NA,NA,"AD","Plantae","Tracheophyta",NA,NA,"Flora","Catalan","2dc9585919dc8a3c6d3047e2ce9c3a18c37f2d394bd3294cf5f5e4602c427a52","http://atzavara.bio.ub.edu/geoveg/docs/check_list_carrillo_et_al.pdf","Check-list i Llista vermella de la flora d’Andorra","2008"
"Europe","Andorra",NA,NA,NA,NA,"AD","Fungi",NA,NA,NA,"Fungi","Catalan","bb5522acb68f4fd216281dab36d90f16fb189a3f32a95136118bee0b81751787","http://www.micocat.org/UNCINULA09/rcmPdf/RCM39_2018/RCM_39_2018_039_full.pdf","PRIMERA APROXIMACIÓ A UNA LLISTA VERMELLA DELS FONGS D’ANDORRA.","2018"
"Europe","Andorra",NA,NA,NA,NA,"AD","Animalia","Chordata","Aves",NA,"Birds","English/Catalan","1ff0868f5044035664658e28fac8c31ea8eec08a035f3b6905cd81ecb5348b4f","http://www.adn-andorra.org/websadn/atlesocells/Atles2de8.pdf","Atles dels ocells nidificats d'Andorra","2004"
"Europe","Andorra",NA,NA,NA,NA,"AD","Animalia","Chordata",NA,NA,"Fauna","Catalan","new_bb88db244e106286a790dfd9ecc73c21","Nicolau, J. i Dalmau, J., 2008. Llista Vermella
dels Vertebrats d’Andorra. BIOCOM (Biologia i
Comunicació) SL i Departament de Patrimoni
Natural del Govern d’Andorra. Informe inèdit","Llista Vermella dels Vertebrats d’Andorra","2008"
"Europe","Andorra",NA,NA,NA,NA,"AD","Plantae",NA,NA,NA,"Bryophytes","English","1790a7fe0ecc1377960fe373762756e44842176a8e8a24da20643c724601fcef","https://www.researchgate.net/profile/Cecilia-Sergio-2/publication/259799050_The_2006_Red_List_and_an_Updated_Checklist_of_Bryophytes_of_the_Iberian_Peninsula_Portugal_Spain_and_Andorra/links/53f27b040cf2bc0c40ead6bc/The-2006-Red-List-and-an-Updated-Checklist-of-Bryophytes-of-the-Iberian-Peninsula-Portugal-Spain-and-Andorra.pdf","The 2006 Red List and an Updated Checklist of Bryophytes of the Iberian Peninsula (Portugal, Spain and Andorra)","2006"
"Europe","Portugal",NA,NA,NA,NA,"PT","Plantae",NA,NA,NA,"Bryophytes","English","a5a2ecaf870fa51299d8e462891de2008d8992347237e99e63e4c0b18bff05e0","https://www.researchgate.net/profile/Cecilia-Sergio-2/publication/259799050_The_2006_Red_List_and_an_Updated_Checklist_of_Bryophytes_of_the_Iberian_Peninsula_Portugal_Spain_and_Andorra/links/53f27b040cf2bc0c40ead6bc/The-2006-Red-List-and-an-Updated-Checklist-of-Bryophytes-of-the-Iberian-Peninsula-Portugal-Spain-and-Andorra.pdf","The 2006 Red List and an Updated Checklist of Bryophytes of the Iberian Peninsula (Portugal, Spain and Andorra)","2006"
"Europe","Spain",NA,NA,NA,NA,"ES","Plantae",NA,NA,NA,"Bryophytes","English","4009b9be8a12c95d4b867d164af49596805a4910d82a2ed682a7edcaada30f2d","https://www.researchgate.net/profile/Cecilia-Sergio-2/publication/259799050_The_2006_Red_List_and_an_Updated_Checklist_of_Bryophytes_of_the_Iberian_Peninsula_Portugal_Spain_and_Andorra/links/53f27b040cf2bc0c40ead6bc/The-2006-Red-List-and-an-Updated-Checklist-of-Bryophytes-of-the-Iberian-Peninsula-Portugal-Spain-and-Andorra.pdf","The 2006 Red List and an Updated Checklist of Bryophytes of the Iberian Peninsula (Portugal, Spain and Andorra)","2006"
"Europe","Spain","Cataluña",NA,NA,NA,"ES","Animalia","Chordata","Aves",NA,"Birds","English","815052d63068c40f194d09855644805f8559c365555c836cf2db20300a476029","https://ornitologia.org/mm/file/queoferim/divulgacio/publicacions/rco/29_1_19.pdf","The Red List of Catalan breeding birds (NE Iberian Peninsula) 2012","2013"
"Europe","Spain","Islas Baleares",NA,NA,NA,"ES","Animalia","Chordata",NA,NA,"Fishes","Catalan","new_bb88db244e106286a790dfd9ecc73c21","https://www.caib.es/sites/proteccioespecies/ca/n/llista_vermella_dels_peixos_de_balears-21469/","Llista vermella dels peixos de Balears","2000"
"Europe","Spain","Islas Baleares",NA,NA,NA,"ES","Animalia",NA,NA,NA,"Cave Fauna","Catalan","new_bb88db244e106286a790dfd9ecc73c21","https://www.caib.es/sites/proteccioespecies/f/206033;jsessionid=51CF2FFA24AC8591E91274CCABB11E13","Llista vermella de la fauna cavernícola de les Balears","1991"
"Europe","Albania",NA,NA,NA,NA,"AL","Animalia",NA,NA,NA,"Fauna","English","401164bfc533da8bfbc6bafb567a957221227c283779cec1ba3795c36d631b54","https://archive.nationalredlist.org/files/2015/06/Red-list-of-Albanian-flora-and-fauna-2013-MO-1280-20-11-2013.pdf","RED LIST OF WILD FLORA AND FAUNA, ALBANIA  2013","2013"
"Europe","Albania",NA,NA,NA,NA,"AL","Plantae",NA,NA,NA,"Flora","English","401164bfc533da8bfbc6bafb567a957221227c283779cec1ba3795c36d631b54","https://archive.nationalredlist.org/files/2015/06/Red-list-of-Albanian-flora-and-fauna-2013-MO-1280-20-11-2013.pdf","RED LIST OF WILD FLORA AND FAUNA, ALBANIA  2013","2013"
"Europe","Albania",NA,NA,NA,NA,"AL","Animalia","Arthropoda","Insecta","Lepidoptera","Lepidoptera","English","new_bb88db244e106286a790dfd9ecc73c21","https://biodiversity.unitir.edu.al/Albania_Red_List.htm","Red List & the status of the Albanian butterflies in a broader European perspective","2023"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Hymenoptera","Ants","Deutsch","new_bb88db244e106286a790dfd9ecc73c21","https://www.umweltbundesamt.at/fileadmin/site/publikationen/rep0895.pdf","Rote Liste der Ameisen (Hymenoptera: Formicidae) Österreichs","2024"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Chordata","Reptilia",NA,"Reptiles","Deutsch","cdefd8035657e84196e2763258da137af58e33c0c4a0e17327daec44422309b5","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_amphibien_reptilien_2007.xlsx","Rote Liste gefährdeter Tiere Österreichs","2007"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Chordata","Amphibia",NA,"Amphibians","Deutsch","61fbedf6ad447d3677cb6ac274fe0f2b998ac3b7e53f24f41f3e39321798ab66","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_amphibien_reptilien_2007.xlsx","Rote Liste gefährdeter Tiere Österreichs","2007"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Orthoptera","Orthoptera","Deutsch","73a1937d10903a70f79050ae2815a26e60f2e4654542d2c65903fe913d2a0612","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_orthoptera_2005.xlsx","Rote Liste der Heuschrecken (Orthoptera) Österreichs","2005"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Malacostraca",NA,"Malacostraca","Deutsch","72748e816f6c61a405389bc4f95b38b6dc6240f0b49c504c59e3702459a54f7d","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_flusskrebse_2009.xlsx","Rote Liste der Flusskrebse (Decapoda) Österreichs","2009"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Hymenoptera","Bombus Spp.","Deutsch","1c10a4a8d9f33cf1f00683685706f7f0d8ebb03c4f1f9ac979adb2cb8277f3cc","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rl_hummeln_2024.xlsx","Rote Liste der Hummeln (Bombus spp.) Österreichs","2024"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Trichoptera","Trichoptera","Deutsch","de5bf6a3dd44001db0cc7c81306d5b78f605329085075ddb3e6a952dcdf277ee","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_koecherfliegen_2009.xlsx","Rote Liste der Köcherfliegen Österreichs (Insecta, Trichoptera)","2009"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Odonata","Odonata","Deutsch","1c3ccfe1f4b598dfc730045e5953133718bbd17b35ccf8ff825c594925959253","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_libellen_2006.xlsx","Libellen Österreichs","2006"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Lepidoptera","Moths","Deutsch","a9c8f605496493735486f45293cb9696857340e56848b32a69525ff74d3f2aae","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_nachtfalter_2007.xlsx","Rote Liste ausgewählter Nachtfalter Österreichs (Lepidoptera: Hepialoidea. Cossoidea. Zygaenoidea. Thyridoidea. Lasiocampoidea. Bombycoidea. Drepanoidea. Noctuoidea)","2007"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Neuroptera","Neuroptera","Deutsch","b85805db98af013ec5f64aca2cc80620efcf8b32946685641a05e7003c0cbf55","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_neuropteren_2005.xlsx","Rote Liste der Neuropterida (Netzflügler) Österreichs","2005"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Chordata","Mammalia",NA,"Mammals","Deutsch","a1f20869d6c0b1fb33c2828629701093e82d767bd4d9365248805c05f499896e","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_saeugetiere_2005.xlsx","Rote Liste der Säugetiere Österreichs (Mammalia)","2005"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Mecoptera","Mecoptera","Deutsch","41674e28e12de71075b9a1bd1bad7f75d0396ae098a3ef68dfc9c23612d525fc","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_schnabelfliegen_2005.xlsx","Rote Liste der Mecopteren (Schnabelfliegen) Österreichs","2005"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Arachnida","Scorpionida","Scorpions","Deutsch","1d6cef8447e3d8f6af7afae8ca786a122d6a7b393b3d9437b92119104426646d","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_skorpione_2009.xlsx","Rote Liste der Skorpione (Scorpiones) Österreichs","2009"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Lepidoptera","Butterflies","Deutsch","8723a90b7325065a1b81842e909481dc5de49c64d09b842d62b750cc9aca1f19","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_tagfalter_2005.xlsx","Rote Liste der Tagschmetterlinge Österreichs (Lepidoptera: Papilionoidea & Hesperioidea)","2005"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Branchiopoda",NA,"Branchiopoda","Deutsch","622920cc0c4836de2573a6e5d0fd53dea2cbcf8e383f8ed171e4634abc8d05a2","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_urzeitkrebse_2002.xlsx","Large freshwater branchiopods in Austria: diversity, threats and conservational status","2002"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Chordata","Aves",NA,"Birds","Deutsch","new_bb88db244e106286a790dfd9ecc73c21","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rl_voegel_2017.xlsx","Liste für den Vogelschutz prioritärer Brutvögel (1. Fassung)","2017"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Chordata","Aves",NA,"Birds","Deutsch","5701231f473d3239a1d0bef64e1ef913b5aed0e9f62a0c7e510d46c1da46bd1f","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_voegel_2005.xlsx","Rote Listen gefährdeter Tiere Österreichs. Teil 1: Säugetiere, Vögel","2005"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Hemiptera","Heteroptera","Deutsch","9ccee5c8d4b704090642ca4518324595fed645a83c4b3a8b8c4deade5959cf56","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rl_wanzen_2024.xlsx","Rote Listen gefährdeter Tiere Österreichs. Teil 3: Flusskrebse, Köcherfliegen, Skorpione, Weberknechte, Zikaden","2024"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Coleoptera","Hydraenidae","Deutsch","f2a4d89f64d4835f3cc0ca0724e678ab6a97a68ba4def3b7747bfd3b601d7a9a","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_wasserkaefer_2005.xlsx","Rote Liste der Wanzen (Hemiptera, Heteroptera) Österreichs","2005"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Arachnida","Opiliones","Opiliones","Deutsch","2432fb50b8a10ae62945c0d7c566aaf4f5a05a993c525c2da4e2eb0d49ee869a","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_weberknechte_2009.xlsx","Rote Listen gefährdeter Tiere Österreichs. Teil 3: Flusskrebse, Köcherfliegen, Skorpione, Weberknechte, Zikaden","2009"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Mollusca",NA,NA,"Mollusca","Deutsch","06a8b0122ee3aeb409cdee031927dea3c238cc39f0059122f643f6cffe8ff22f","https://www.umweltbundesamt.at/fileadmin/site/themen/naturschutz/rote_liste_weichtiere_2007.xlsx","Rote Liste der Weichtiere (Mollusca) Österreichs","2007"
"Europe","Austria",NA,NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Hemiptera","Auchenorrhyncha","Deutsch","c627aa36692e2bc147924715f84bbe49fb2181e7fe27c24f5eca3d494d218ca9","https://www.umweltbundesamt.at/umweltthemen/naturschutz/rotelisten/rote-listen-gefaehrdeter-tierarten/zikaden","Rote Listen gefährdeter Tiere Österreichs. Teil 3: Flusskrebse, Köcherfliegen, Skorpione, Weberknechte, Zikaden","2009"
"Europe","Austria","Tirol",NA,NA,NA,"AT","Plantae",NA,NA,NA,"Bryophytes","English","new_bb88db244e106286a790dfd9ecc73c21","https://www.zobodat.at/pdf/Gredleriana_015_0005-0016.pdf","The bryophytes of the spruce forests of South Tyrol: species list, distribution and ecology","2015"
"Europe","Austria",NA,NA,NA,NA,"AT","Plantae",NA,NA,NA,"Ferns","Deutsch","new_bb88db244e106286a790dfd9ecc73c21","https://www.uibk.ac.at/en/department-of-botany/aktuelles/red-list-and-checklist-of-ferns-and-flowering-plants-in-north-and-east-tyrol/","Red list and check­list of ferns and flow­er­ing plants in North and East Tyrol","2023"
"Europe","Austria",NA,NA,NA,NA,"AT","Plantae",NA,NA,NA,"Magnoliophyta","Deutsch","new_bb88db244e106286a790dfd9ecc73c21","https://www.uibk.ac.at/en/department-of-botany/aktuelles/red-list-and-checklist-of-ferns-and-flowering-plants-in-north-and-east-tyrol/","Red list and check­list of ferns and flow­er­ing plants in North and East Tyrol","2023"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Plantae",NA,NA,NA,"Vascular Plants","Deutsch","ca60e9cb987f68a2d96f836e7d9859449b1629dc1181451ad713b61876766535","https://www.zobodat.at/pdf/STAPFIA_0091_0001-0324.pdf","Katalog und Rote Liste der Gefäßpflanzen Oberösterreichs","2009"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Plantae",NA,NA,NA,"Bryophytes","Deutsch","f3ba9a4a1946fba681bbec9cac03fe2bf68fe079e46990aebea606c64e0a8284","https://www.zobodat.at/pdf/STAPFIA_0100_0001-0247.pdf","Katalog  und Rote liste der Moose  oberöstereichs","2014"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Chordata","Mammalia",NA,"Mammals","Deutsch","2a3c05ae97db0cce2fea1310591328010a872800939c98cbfc4d3cc2173efd63","https://www.zobodat.at/pdf/BZS_Saeugetiere_OOE_0195-0215.pdf","Rote Liste  der Säugetiere  Oberösterreichs","2023"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Chordata",NA,NA,"Vertebrates","Deutsch","86cce916972f5637e337f52405512590c586b715ffd90c6f1d3e08462d9b688b","https://epub.jku.at/download/pdf/8293504.pdf","Liste der Wirbeltiere Oberösterreichs 8. Fassung","2022"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Chordata",NA,NA,"Vertebrates","Deutsch","2c73d17cdfaf798f031b3ebaef52357c7ca9701931c6548c9bb4af1a210f73f6","https://www.researchgate.net/publication/232095302_Liste_der_Wirbeltiere_Oberosterreichs_6_Fassung_-_Beitr_Naturkunde_Oberosterreichs_21_3-53","Liste der Wirbeltiere Oberösterreichs 6. Fassung","2011"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Chordata",NA,NA,"Vertebrates","Deutsch","daee37c6744502757512234186ab810f895652bd3c6ff215bc46fda3c8c0cb2d","https://www.researchgate.net/publication/232095298_Liste_der_Wirbeltiere_Oberosterreichs_5_Fassung_-_Beitr_Naturk_Oberosterreichs_17_5-53","Liste der Wirbeltiere Oberösterreichs 5. Fassung","2007"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Chordata",NA,NA,"Vertebrates","Deutsch","dfdf278be00ed44ca5ae464d798698e75358adca09ddb402dadb9d2590a87ed4","https://www.researchgate.net/publication/305706001_Liste_der_Wirbeltiere_Oberosterreichs_7_Fassung","Liste der Wirbeltiere Oberösterreichs 7. Fassung","2016"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Chordata",NA,NA,"Vertebrates","Deutsch","e97857aeb5f4530c94baa5c5d8ae6f258a334b52153418411ad82ec323325a25","https://www.researchgate.net/publication/232095193_Liste_der_Wirbeltiere_Oberosterreichs_3_Fassung_-_Beitr_Naturk_Oberosterreichs_4_303-335","Liste der Wirbeltiere Oberösterreichs 3. Fassung","1996"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Plantae",NA,"Charophyceae","Charales","Charophytes","Deutsch","new_bb88db244e106286a790dfd9ecc73c21","https://www.land-oberoesterreich.gv.at/files/naturschutz_db/STAPFIA_0095_0110-0140.pdf","Katalog und Rote Liste  der Armleuchteralgen (Characeae) Oberösterreichs","2011"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Odonata","Odonata","Deutsch","f9a2f60528b54a62b3078358b8cc286063891decf853a8de9a42f131fd924cd9","https://www.zobodat.at/pdf/NKJB_40_41_0307-0388.pdf","VERBREITUNGSÜBERSICHT UND EINE VORLÄUFIGE ROTE LISTE DER LIBELLEN OBERÖSTERREICHS","1994"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Mollusca","Gastropoda",NA,"Gastropoda","Deutsch","10e2acac4eac1d675e440ab82f8e7fc9438cfbe03c39a368869820f8cbd56cd3","https://www.zobodat.at/pdf/BNO_0009_0729-0737.pdf","Die Gastropodenfauna der Staninger Leiten in Steyr","2000"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Arthropoda","Arachnida","Araneae","Spiders","Deutsch","0c9138608ba95779a257677f12d189292e203c1f435206c42b7364cf990f941b","https://www.zobodat.at/pdf/BNO_0017_0367-0375.pdf","Die Spinnenfauna (Arachnida: Araneae) einer Niedermoorwiese am Gleinkersee (Österreich: Oberösterreich: Roßleithen)","2007"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Orthoptera","Grasshoppers","Deutsch","55d0b8e686ebd057f5e9797a60af2862803ab9fe1a6c9a8e9dded2f1e9a33629","https://www.zobodat.at/pdf/BNO_0014_0027-0037.pdf","Die Heuschreckenfauna ausgewählter Halbtrockenrasen des Strudengaus und des angrenzenden unteren Mühlviertels (Oberösterreich)","2005"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Mollusca","Gastropoda",NA,"Gastropoda","Deutsch","116eb44ef4f32af2abb01b243ed98c78ecd17f6b487ac80e1ff340b526806159","https://web.archive.org/web/20180410205950id_/http://www.zobodat.at/pdf/BNO_0021_0405-0466.pdf","Artenliste der Weichtiere (Mollusca: Gastropoda und Bivalvia) des Bundeslandes Oberösterreich mit Anmerkungen zur Gefährdung","2011"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Mollusca","Bivalvia",NA,"Bivalvia","Deutsch","116eb44ef4f32af2abb01b243ed98c78ecd17f6b487ac80e1ff340b526806159","https://web.archive.org/web/20180410205950id_/http://www.zobodat.at/pdf/BNO_0021_0405-0466.pdf","Artenliste der Weichtiere (Mollusca: Gastropoda und Bivalvia) des Bundeslandes Oberösterreich mit Anmerkungen zur Gefährdung","2011"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Hymenoptera","Hymenoptera","Deutsch","new_bb88db244e106286a790dfd9ecc73c21","https://www.zobodat.at/pdf/BNO_0019_0003-0048.pdf","Kommentierte Checkliste der Ameisen Oberösterreichs mit einer Einstufung ihrer Gefährdung (Hymenoptera, Formicidae)","2009"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Hymenoptera","Ants","Deutsch","9ea8a7a8fdd826797eee0c6111e9169dc6359c4a9dcdaba772ec493e3df3de97","https://www.zobodat.at/pdf/BNO_0019_0003-0048.pdf","Kommentierte Checkliste der Ameisen Oberösterreichs mit einer Einstufung ihrer Gefährdung (Hymenoptera, Formicidae)","2009"
"Europe","Austria","Oberösterreich",NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Coleoptera","Coleoptera","Deutsch","54745ab6bf38fed3319141bf7a5c59e45fd70d177dd59b0c4ba413da99cd0c4e","https://www.zobodat.at/pdf/BNO_0010_0439-0448.pdf","Bestandsanalyse und Ökologie der nach FFH-Richtlinie geschützten Käfer in Oberösterreich (Insecta, Coleoptera)","2001"
"Europe","Austria","Burgenland",NA,NA,NA,"AT","Plantae",NA,NA,NA,"Magnoliophyta","Deutsch","1cf2080e9b8ed984edeb8787775785d1e6cc05239182099b59b1904687dff8a8","https://www.burgenland.at/fileadmin/user_upload/20220907_RL_Burgenland.pdf","CHECKLISTE UND ROTE LISTE DER FARN- UND BLÜTENPFLANZEN DES BURGENLANDES","2022"
"Europe","Austria","Burgenland",NA,NA,NA,"AT","Plantae",NA,NA,NA,"Ferns","Deutsch","1cf2080e9b8ed984edeb8787775785d1e6cc05239182099b59b1904687dff8a8","https://www.burgenland.at/fileadmin/user_upload/20220907_RL_Burgenland.pdf","CHECKLISTE UND ROTE LISTE DER FARN- UND BLÜTENPFLANZEN DES BURGENLANDES","2022"
"Europe","Austria","Burgenland",NA,NA,NA,"AT","Animalia","Chordata",NA,NA,"Fishes","Deutsch","e4db9cc9e7fba520c342efb4a2aa7471a9bd58b3ea16bec05b69e4fe254a9673","https://www.burgenland.at/fileadmin/user_upload/20220119_Rote_Liste_gefaehrdeter_Fische_Bgld_Jan2022.pdf","Rote Liste der Fische und Neunaugen des Burgenlandes","2022"
"Europe","Austria","Burgenland",NA,NA,NA,"AT","Animalia","Chordata",NA,NA,"Lampreys","Deutsch","e4db9cc9e7fba520c342efb4a2aa7471a9bd58b3ea16bec05b69e4fe254a9673","https://www.burgenland.at/fileadmin/user_upload/20220119_Rote_Liste_gefaehrdeter_Fische_Bgld_Jan2022.pdf","Rote Liste der Fische und Neunaugen des Burgenlandes","2022"
"Europe","Austria","Burgenland",NA,NA,NA,"AT","Animalia",NA,NA,NA,"Fauna","Deutsch","2f05461409cc6bd25aa39173c7974f327ff71858979f190a4dfe1daa7bfd0cdb","https://www.burgenland.at/fileadmin/user_upload/Downloads/Umwelt_und_Agrar/Natur/Liste_geschuetzter_Arten_2018.pdf","Besonders geschützte Pflanzen- und Tierarten  des Burgenlandes","2018"
"Europe","Austria","Burgenland",NA,NA,NA,"AT","Plantae",NA,NA,NA,"Flora","Deutsch","2f05461409cc6bd25aa39173c7974f327ff71858979f190a4dfe1daa7bfd0cdb","https://www.burgenland.at/fileadmin/user_upload/Downloads/Umwelt_und_Agrar/Natur/Liste_geschuetzter_Arten_2018.pdf","Besonders geschützte Pflanzen- und Tierarten  des Burgenlandes","2018"
"Europe","Austria","Burgenland",NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Hemiptera","Heteroptera","Deutsch","29ca0772b6930b5a61a1440df5e90d977fe5dea2ca5e46381869741821671e05","https://www.zobodat.at/pdf/WM_23_0161-0306.pdf","Checkliste und Rote Liste der Wanzen des Burgenlandes (Insecta, Heteroptera)","2012"
"Europe","Austria","Burgenland",NA,NA,NA,"AT","Plantae",NA,NA,NA,"Magnoliophyta","Deutsch","4681f725b8f0d64fb521c99c1ac5b7e1aaa298750a82814909b788d009bf6453","https://www.zobodat.at/pdf/Veroeff-Int-Clusius-Ges-Guessing_9_0001-0051.pdf","Liste der Farn- und Blütenpfianzen des Burgenlandes","2005"
"Europe","Austria","Burgenland",NA,NA,NA,"AT","Plantae",NA,NA,NA,"Ferns","Deutsch","047459e9eb5afebb2ff215ad00fcef578201fa6775815f3c2c73073e629010ae","https://www.zobodat.at/pdf/Veroeff-Int-Clusius-Ges-Guessing_9_0001-0051.pdf","Liste der Farn- und Blütenpfianzen des Burgenlandes","2005"
"Europe","Austria","Burgenland",NA,NA,NA,"AT","Animalia","Arthropoda","Insecta","Hemiptera","Heteroptera","Deutsch","6a128670d6ecda0088041abac761026d84e99484109c11ccb9c76493b79012d5","https://www.zobodat.at/pdf/BEF_10_0093-0111.pdf","Zur Kenntnis der Wanzenfauna (Heteroptera) des Burgenlandes, Österreich. Teil 3","2009"
"Europe","Austria","Burgenland",NA,NA,NA,"AT","Animalia",NA,NA,NA,"Fauna","Deutsch","6d06f2d6ad85f70a2eb82593e75e3de23707433404d199b3c1a1d5d517eeeb32","https://www.naturschutzbund-burgenland.at/sites/default/files/inline-files/Publikationen/Rote%20Liste%201997.pdf","Rote liste Burgenland","1996"
